Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B02594,FENIX MOBILE DISPATCHERS LTD,,2020,1,January,710,0,3
B00235,"ARISTACAR & LIMOUSINE, LTD.",,2016,11,November,732,0,21
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2020,2,February,411,0,4
B02298,NYG LIMOUSINE LLC,,2020,8,August,27,0,1
B01194,440 CAR SERVICE INC.,,2021,6,June,33,0,1
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2015,10,October,"13,086",0,192
B02021,EASYRIDE CAR SERVICE INC.,,2021,3,March,553,0,3
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2017,4,April,"1,326",0,20
B02826,NEW BELL LUXURY CORP,,2016,11,November,"6,466",0,72
B01016,810 CAR SVCE CORP,,2019,10,October,"6,312",0,30
B02410,"POLO LIMOUSINE, CORP.",,2016,8,August,"1,120",0,41
B00375,THE EXCELLENT C/S INC,,2016,3,March,"20,984",0,92
B02228,SPECIAL RADIO DISP.CORP.,,2018,7,July,"1,304",0,7
B01741,MONACO LIMO & CAR SERVICES INC.,,2016,6,June,"1,862",0,13
B02472,NEW BUSHWICK LUXURY INC.,,2018,10,October,"6,837",0,40
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2018,8,August,"3,488",0,21
B01699,DT BROOKLYN CAR AND LIMO SVC. INC.,FIVE BOROUGHS CAR SERVICE,2017,1,January,189,0,8
B01341,A NEW DAY RAD DISP INC,,2021,1,January,95,0,2
B00459,910 CAR SERVICE INC,,2018,4,April,"7,042",0,36
B01343,ALL PEOPLE CAR SERVICE INC.,,2017,7,July,"2,177",0,18
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2019,11,November,"4,352",0,93
B02301,DOUBLE A CAR SERVICE INC.,UNITED CARS,2021,4,April,466,0,6
B01311,DISCOUNT CAR SVCE,,2016,3,March,"1,502",0,11
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2015,1,January,"31,571",0,162
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2016,8,August,"5,202",0,44
B02557,185 MALTA CAR SERVICE LLC,,2020,1,January,"1,057",0,9
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2019,4,April,"1,403",0,54
B02834,811 TRANSIT CORP,,2020,1,January,"3,969",0,14
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2016,3,March,"2,063",0,11
B01467,NEW EXPERIENCE #1 INC,,2018,7,July,"5,654",0,34
B01875,ON LINE LIMOUSINE LLC,,2016,8,August,"2,221",0,55
B02856,MARIACHI CAR SERVICE INC,,2020,11,November,984,0,12
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2017,4,April,909,0,8
B00196,NEW EASY WAY RADIO DISP INC,,2021,2,February,65,0,3
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2018,5,May,964,0,10
B00014,NY ONE CORP CAR INC,,2020,8,August,667,0,113
B01928,DISCOVER LIMO INC,INFINITY LIMO,2016,7,July,74,0,16
B01738,SAETA CAR SERVICE INC.,,2019,8,August,"2,440",0,14
B00111,SKYLINE CREDIT RIDE INC,,2017,12,December,"16,235",0,292
B02874,"CAPSTAR CHAUFFEURS,INC.",,2017,6,June,171,0,8
B02355,BWJ GROUP INC,,2018,1,January,"1,417",0,7
B02103,A & S LIMOUSINE SERVICE CORP,,2020,7,July,998,0,7
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2018,12,December,232,0,3
B00900,BIG Q CAR SVC. INC.,,2016,7,July,"56,057",0,195
VIA,VIA,VIA,2020,5,May,"109,127",0,"1,476"
B02739,TRAXLINE CAR SERVICE INC.,,2017,1,January,974,0,10
B02248,HYBRID LIMO EXPRESS INC.,,2018,12,December,638,0,3
B03144,JUST A MOMENT CAR SERVICE INC,,2020,9,September,197,0,6
B01389,METRO LUXURY INC,,2018,1,January,"14,461",0,242
B02899,NEW BLACK LUXURY CARS CORP,,2018,6,June,"8,696",0,32
B01432,TOVAR TRANSPORTATION INC,,2020,7,July,"1,881",0,5
B02852,OP CAR SERVICE INC.,,2020,7,July,289,0,4
B03007,THE NEW SPANISH CAR & LIMO INC,,2017,11,November,427,0,13
B00296,PRIME TIME TRANS. INC,,2021,3,March,156,0,66
B02248,HYBRID LIMO EXPRESS INC.,,2016,1,January,318,0,2
B01445,J T TRANS CO INC,,2021,5,May,"2,071",0,20
b02754,TIGER CAR SERVICE INC.,,2015,6,June,142,0,3
B00037,TRANSP UNLIMITED C/S,,2019,2,February,"6,982",0,27
B02026,A RIDE FOR ALL LLC,,2016,7,July,47,0,1
B03142,"COOL WAY TECHNOLOGY, INC.",,2020,2,February,893,0,10
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2016,6,June,"1,770",0,15
B02590,LUXOR LIMO INC,,2017,10,October,"2,162",0,47
B01013,AMERICANA TRANSPORTATION LLC,,2019,12,December,"1,115",0,8
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2021,9,September,"9,549",0,237
B01340,UNICAR COMPANY INC,,2019,4,April,"14,166",0,69
B02292,NEW YORK APPLE V.I.P. CORP,,2021,9,September,"4,649",0,43
B01980,"READY TO ROLL TRANSPORTATION, INC.",,2017,9,September,449,0,14
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2017,5,May,"1,542",0,10
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2017,10,October,"1,611",0,9
B02167,MADISON LIMOUSINE INC,,2017,12,December,49,0,6
B00932,NATASHAS GRP CAR CORP,,2017,3,March,"4,848",0,26
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2021,5,May,"2,316",0,21
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2019,6,June,"2,903",0,64
B02634,VETERANS RADIO DISPATCHER CORP.,,2020,9,September,"3,684",0,23
B02747,LEGEND LUXURY LIMO INC.,,2016,10,October,"2,778",0,35
B03188,JC LUXURY INC,J.C. DEBORAHLIMO,2020,3,March,905,0,42
B03137,"IOT SERVICES, LLC",,2021,4,April,55,0,2
B01492,MOBILE #1 CAR SERVICE INC.,,2017,12,December,67,0,7
B03080,AMBAR TRANSPORTATION INC.,,2020,5,May,"2,777",0,44
B01738,SAETA CAR SERVICE INC.,,2018,6,June,"2,137",0,12
B00789,VITAL TRANSPORTATION INC.,,2018,7,July,"8,283",0,190
B02731,EMES OF BOROPARK CAR SERVICE INC,,2017,11,November,624,0,4
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2016,1,January,"50,476",0,694
B02101,EXEC TRANSPORT INC,EAST COAST WORLDWIDE LIMOUSINE,2017,4,April,"8,099",0,228
B03011,GOOD DAY TRANSPORTATION INC,,2020,12,December,214,0,5
B00888,ACE C/L SVCE INC,,2019,1,January,"1,579",0,37
B01984,NY 88 EXPRESS CORP.,,2016,5,May,"30,957",0,157
B01913,MIRAGE LIMOUSINE SERVICE INC,,2018,7,July,737,0,21
B02107,APOLLO RADIO DISPATCH INC.,,2017,6,June,"12,343",0,78
B00039,BERMUDA LIMOUSINE SERVICE INC.,,2019,12,December,919,0,31
B02709,DASH CAR SERVICE CORP,,2020,3,March,755,0,2
B02182,"FINEST CAR SERVICE, LLC",,2021,5,May,"3,520",0,41
B03024,URBAN CAR SERVICES LLC,WALL STREET LIMOUSINE,2018,8,August,56,0,3
b01029,ZION CAR SERVICE INC.,,2016,3,March,37,0,3
B02110,"OPTIMUM CAR & LIMO, INC.",,2017,11,November,"1,005",0,6
B00850,UPTOWN TRANSIT CORP,,2018,12,December,400,0,5
B00552,HINO-MARU ENTERPRISES INC.,,2016,8,August,799,0,47
B02127,"CONTINENTAL RIDE, INC.",I + I TRANSPORTATION,2018,11,November,93,0,7
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2019,5,May,"1,765",0,21
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2017,5,May,"1,257",0,12
B01145,ULTRA RADIO DISP INC,,2016,7,July,"26,595",0,142
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2020,8,August,"2,737",0,23
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2021,5,May,554,0,3
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2018,2,February,464,0,5
B01970,GRAFE STREET SERVICE CORP.,,2021,1,January,67,0,3
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2015,9,September,"1,961",0,36
B02298,NYG LIMOUSINE LLC,,2016,6,June,"1,270",0,28
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2016,1,January,"2,676",0,31
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2021,2,February,741,0,109
B02252,ASIANA LIMOUSINE INC.,,2016,1,January,98,0,5
B03033,FLEX EXPRESS CORP.,,2020,9,September,"1,365",0,10
B02182,"FINEST CAR SERVICE, LLC",,2020,1,January,"10,383",0,99
B02335,ROCHDALE CAR SERVICE INC.,,2019,5,May,860,0,4
B02809,NBT TRANSPORTATION INC,,2019,7,July,346,0,4
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2021,3,March,"4,712",0,13
B02849,BROOKLYN RIDES CORP,,2016,7,July,"1,952",0,12
b01013,AMERICANA TRANSPORTATION LLC,,2018,9,September,923,0,9
B03050,"TORINKO NY, LLC",,2020,2,February,161,0,12
B01300,KENNEDY RAD DISP INC,,2017,4,April,"12,568",0,87
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2020,6,June,"3,052",0,43
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2016,7,July,"1,136",0,25
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2020,1,January,"3,627",0,12
B03239,CIBAO 2 INC.,,2020,3,March,"2,210",0,22
B01148,EVELYN CAR SERVICE INC,,2017,3,March,"3,774",0,89
B00084,AUTOMOTIVE SVC SYSTEM INC,,2017,7,July,3,0,2
B02469,FUTURE LIMO VIP CORP,,2015,5,May,14,0,3
B01738,SAETA CAR SERVICE INC.,,2015,11,November,"7,152",0,79
B00459,910 CAR SERVICE INC,,2018,12,December,659,0,28
B00559,7 OCEAN EXPRESS INC.,,2021,3,March,76,0,8
B01282,NEW LOTS C/S INC,,2017,9,September,"17,754",0,63
B03061,BLUE EAGLE TRANSPORTATION SERVICES CORP,,2021,8,August,"1,842",0,24
B02849,BROOKLYN RIDES CORP,,2021,3,March,"17,536",0,103
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2017,11,November,"2,050",0,24
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2015,11,November,"4,352",0,18
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2018,3,March,15,0,2
B02664,CORPORATE CAR LTD.,,2021,8,August,46,0,18
B02661,MIC-LOU CAR SERVICES_LLC,LULU CAR SERVICES,2018,7,July,409,0,5
b00833,OMEGA CAR SERVICE INC.,,2020,3,March,343,0,3
B02653,NEW COLLEGE CAR SVCE INC,,2017,5,May,"16,831",0,85
B00900,BIG Q CAR SVC. INC.,,2021,6,June,"17,529",0,72
B01445,J T TRANS CO INC,,2020,8,August,"1,849",0,19
B03060,EASTLAND BLACK CARS CORP,,2018,7,July,"6,818",0,35
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2016,2,February,"32,642",0,173
B02715,GROUNDANYWHERE LLC,,2019,11,November,"16,813",0,665
B02833,ADVANCED LUXURY LIMO SVC. INC.,,2018,10,October,"2,689",0,8
B01485,FLAMINGO TRANSP. & LIMO. SERVICES INC.,,2016,3,March,"13,372",0,72
B02163,JUNIORS EXPRESS CAR SERVICE INC.,,2016,7,July,"1,911",0,12
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2015,9,September,"16,656",0,9
B01273,PUERTO RICO CAR SERVICE INC.,,2016,11,November,"12,424",0,62
B02667,LEON LUXURY LIMO INC,,2017,2,February,25,0,3
B02167,MADISON LIMOUSINE INC,,2017,7,July,66,0,8
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2021,4,April,458,0,12
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",,2020,7,July,448,0,73
B02535,LFS LIMO CORP.,,2018,5,May,56,0,12
B03153,GYPSY TRANSPORTATION CORP.,,2020,9,September,50,0,2
B01737,WASHINGTON RAD DISP INC,,2016,7,July,"3,083",0,40
B00984,P J CAR SVCE,,2015,6,June,"1,130",0,8
B01079,THE METRO MARINE CAR SERVICE INC,MARINE LIMO & CAR SERVICE,2018,3,March,"3,125",0,8
B02217,PCS LIMOUSINE INC.,,2018,3,March,377,0,11
B01259,THE NEW BROOKLYN C/S INC,,2020,11,November,"2,940",0,12
B00411,FONE-A-CAR INC,,2018,11,November,"1,082",0,46
B00272,BIG APPLE CAR INC,,2018,10,October,"3,155",0,94
B01913,MIRAGE LIMOUSINE SERVICE INC,,2019,10,October,782,0,23
B01391,ROSE 'N' DALE C/S INC,,2021,8,August,"1,617",0,6
B00889,MEXICANA CAR SERVICE INC.,,2016,9,September,"18,830",0,77
B01183,ODYSSEY GLOBAL TRANSPORTATION & LIMO LLC.,,2019,3,March,"1,498",0,346
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2020,2,February,"6,762",0,22
b00653,ROYAL CAR & LIMO SERVICE INC.,,2016,8,August,"2,574",0,57
B02292,NEW YORK APPLE V.I.P. CORP,,2019,4,April,"4,065",0,32
B02826,NEW BELL LUXURY CORP,,2017,2,February,"1,567",0,22
B01800,EMPIRE INTERNATIONAL LTD.,,2015,5,May,"12,675",0,304
B02852,OP CAR SERVICE INC.,,2019,7,July,"1,184",0,9
B03031,ALLIANCE LIMOUSINE INC,,2019,7,July,90,0,8
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2016,8,August,168,0,4
B01522,"STM ENTERPRISES,INC",JAVA CAR & LIMOUSINE SERVICE,2017,11,November,412,0,9
B02799,CHURCH AVENUE EXPRESS INC,,2017,8,August,"1,707",0,8
B02026,A RIDE FOR ALL LLC,,2015,5,May,71,0,1
B01923,"AVID INTERNATIONAL, INC.",,2017,1,January,921,0,17
B02611,SS LIMOUSINE SERVICE INC,,2015,7,July,449,0,14
B03020,5J TRANSPORTATION INC.,,2019,12,December,"1,214",0,9
B02437,"EXCELLENT CAR & LIMO SERVICE, INC.",,2017,6,June,"40,671",0,186
B01087,ELITE LIMO PLUS INC,,2019,2,February,"19,316",0,458
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2018,6,June,551,0,3
B02747,LEGEND LUXURY LIMO INC.,,2016,5,May,"3,443",0,37
B00991,BLUE LANE CAR SERVICE INC,,2018,4,April,92,0,10
B02797,CJ LIMOUSINE LLC,,2019,7,July,318,0,15
B03080,AMBAR TRANSPORTATION INC.,,2021,8,August,"3,885",0,36
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2018,3,March,"1,614",0,7
B00888,ACE C/L SVCE INC,,2021,8,August,108,0,61
B02200,BCL NETWORK LLC,,2018,2,February,287,0,11
B01109,UNITED EXP C/L SVCE,,2019,6,June,"2,922",0,34
B02037,KINGSDALE DISPATCH INC,,2019,10,October,970,0,10
B03060,EASTLAND BLACK CARS CORP,,2019,5,May,"24,715",0,108
B02553,"NEW JUBILEE CAR SERVICE, INC.",,2018,11,November,"1,843",0,16
B01300,KENNEDY RAD DISP INC,,2016,2,February,"18,655",0,140
B00802,BELL CAR SVC INC,,2018,6,June,"4,721",0,21
B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,2018,2,February,"3,374",0,65
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2017,11,November,"5,094",0,152
B00160,JAFFA CAR & LIMO SVC INC,,2020,1,January,"2,133",0,14
B01808,OLD TOWN CARS CORP,DELTA CARS,2018,7,July,"2,654",0,5
B02339,SEDANZ INC.,,2019,2,February,132,0,7
B00446,COMMUNICAR INCORPORATED,,2019,3,March,"3,936",0,82
B03002,"REYNO,INC.",,2018,7,July,"6,850",0,48
B01239,BEST DEAL PVT C/S INC,BEST DEAL DOMINICAN C/S INC,2021,8,August,"26,329",0,151
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2018,4,April,486,0,14
b01109,UNITED EXP C/L SVCE,,2015,12,December,"16,636",0,77
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2019,8,August,"1,415",0,6
B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,2017,11,November,"1,526",0,13
B01282,NEW LOTS C/S INC,,2017,8,August,"17,580",0,63
B00281,"VEE CEE LIMOUSINE SERVICE, INC",NOSTRAND CAR SVCE,2018,1,January,"1,023",0,9
B03060,EASTLAND BLACK CARS CORP,,2020,3,March,"15,870",0,97
B01340,UNICAR COMPANY INC,,2019,7,July,"12,268",0,63
B02429,SEAGULL RIDE CORP,,2019,2,February,"2,693",0,10
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2018,11,November,"7,692",0,81
B03177,BERNICE SERVICES INC,,2019,2,February,788,0,8
B02594,FENIX MOBILE DISPATCHERS LTD,,2015,4,April,"2,156",0,7
B02331,"CHICO EXPRESS LIMO, INC.",,2016,1,January,"4,307",0,18
B02670,STRIDE TRANSPORTATION INC.,,2016,1,January,379,0,28
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2021,6,June,"3,223",0,19
B03187,A & J CAR SERVICE CORP,,2020,3,March,"2,140",0,20
B02849,BROOKLYN RIDES CORP,,2021,8,August,"10,722",0,88
B02315,LA MORENITA CAR LIMO SERVICE INC,,2017,9,September,"3,511",0,18
B02110,"OPTIMUM CAR & LIMO, INC.",,2018,5,May,"1,340",0,6
B00937,RIVERSIDE RADIO DISPATCHER,,2019,12,December,"21,777",0,119
B01625,GLOBE CAR SERVICE INC,,2019,2,February,"1,236",0,5
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2016,8,August,"1,154",0,7
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2020,3,March,"2,289",0,158
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2018,12,December,634,0,8
B02951,"APPROACH QUALITY TRANSPORTATION, LLC",,2017,2,February,638,0,13
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2020,1,January,619,0,4
B01259,THE NEW BROOKLYN C/S INC,,2020,6,June,"3,245",0,13
B00932,NATASHAS GRP CAR CORP,,2016,2,February,"7,567",0,38
B01764,QUICK RIDE CORP.,,2019,12,December,436,0,10
B02191,US LIMO SYSTEM INC,,2017,6,June,913,0,23
B03240,ARECIBO EXPRESS INC.,,2020,9,September,561,0,18
B02774,ALFRED HOLDINGS INC.,ALFRED EXECUTIVE TRANSPORTATION,2020,2,February,150,0,6
B02315,LA MORENITA CAR LIMO SERVICE INC,,2021,1,January,766,0,4
B01525,NORTHSIDE BK LLC,,2016,9,September,"7,598",0,114
B01990,SUK INCORPORATED,RAINBOW LIMO,2015,4,April,"1,760",0,50
B01466,FIVE STAR,,2017,4,April,888,0,14
B01091,A & R GOLDEN EXP INC,,2018,10,October,"2,708",0,6
B01273,PUERTO RICO CAR SERVICE INC.,,2018,6,June,"7,460",0,34
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2020,8,August,4,0,1
B02899,NEW BLACK LUXURY CARS CORP,,2018,7,July,"7,245",0,35
B00597,WAKEFIELD LSG MAINT CORP,,2021,6,June,200,0,4
B02096,"CET GROUP, INC",,2018,11,November,708,0,103
B02924,CELEBRITY LUXURY INC.,,2017,3,March,"4,967",0,42
B03032,A & S LIMOUSINE SERVICE CORP,,2020,12,December,"1,425",0,13
B02840,RAELEEN CAR CORP.,,2021,7,July,367,0,3
B02963,GULF LUXURY INC,,2019,3,March,135,0,2
B02191,US LIMO SYSTEM INC,,2015,10,October,"1,495",0,35
B02537,ALLTOWN LIMO CORP.,,2020,8,August,"2,719",0,29
B03116,NAVI TRANSPORTATION INC.,,2020,2,February,"1,268",0,17
B00900,BIG Q CAR SVC. INC.,,2016,9,September,"50,160",0,194
B03055,EXPLORER EXPRESS INC,,2020,6,June,595,0,16
B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2019,10,October,"1,435",0,14
B03173,ABIAN TRANSPORTATION INC.,,2020,8,August,183,0,4
B01146,CHURCH AVE C/S INC,,2016,2,February,"15,038",0,65
B01066,DOMINICANA RAD DISP INC,,2018,9,September,"6,872",0,45
B03157,CAPRICE CAR SERVICE CORP.,,2019,12,December,"4,902",0,28
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2017,4,April,"4,044",0,16
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2016,10,October,"23,456",0,120
B01626,LA NUEVA QUISQUEYA C/S INC,,2018,8,August,"25,809",0,132
B02811,M.L TRIPS CORP.,,2019,10,October,"1,026",0,26
B00210,"HOWARD CAR SERVICE,INC.",,2021,8,August,93,0,9
B02737,BWJ GROUP INC,,2015,10,October,"5,705",0,36
B02658,ASCONA CAR SERVICE INC.,,2018,1,January,"2,225",0,10
B03100,MORELOS CAR SERVICE INC.,,2019,9,September,377,0,6
B01846,ROMANTIQUE LIMOUSINE INC.,,2018,7,July,44,0,10
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2017,9,September,"1,884",0,45
B01529,J.I.G. TRANSPORT CORP.,ECKFORD CAR SERVICE,2020,10,October,169,0,2
b01069,RPO CAR AND LIMOUSINE SERVICE INC.,,2015,6,June,"1,393",0,20
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2019,9,September,190,0,4
B01821,EMPIRE TRANSPORTATION SERVICE INC.,,2018,9,September,"1,110",0,7
B00131,NEW MEXICANA CAR SERVICE II INC.,AZTECA EXPRESS,2019,5,May,"2,049",0,9
B01197,"TEL-A-CAR OF NEW YORK, LLC",,2020,10,October,296,0,49
B02379,THE OPTION TRANSPORTATION CORP.,,2018,5,May,"1,312",0,19
B01300,KENNEDY RAD DISP INC,,2020,3,March,"4,275",0,44
B01923,"AVID INTERNATIONAL, INC.",,2016,3,March,"1,160",0,21
B01963,AFRO CAR SERVICE CORP,,2021,4,April,"2,513",0,13
B01311,DISCOUNT CAR SVCE,,2017,3,March,"1,366",0,17
B02897,FC LIMOUSINE INC,,2018,1,January,374,0,17
B02120,HARRISON GLOBAL LLC,BOSTON COACH,2018,7,July,"3,429",0,82
B01779,APEX CAR & LIMO SVCE INC,,2015,6,June,"1,265",0,27
B02897,FC LIMOUSINE INC,,2019,8,August,456,0,31
B02811,M.L TRIPS CORP.,,2017,4,April,809,0,34
B02339,SEDANZ INC.,,2019,5,May,164,0,7
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2018,5,May,"2,100",0,7
B01269,DIVISION CAR & LIMO INC.,NATANYA TRANSPORTATION,2018,12,December,"1,272",0,7
B02145,NEW 2020 CAR SERVICE INC,,2019,3,March,887,0,5
B01800,EMPIRE INTERNATIONAL LTD.,,2018,8,August,"7,636",0,255
B02860,EVERY WHERE LIMO SERVICE INC.,,2017,8,August,"2,865",0,68
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2018,2,February,330,0,8
B00531,"FRIENDLY BEST-WAY TRANSPORTATION, INC.",,2019,3,March,"1,428",0,17
B01081,GEORGE TOWN MANAGEMENT INC,,2021,8,August,322,0,1
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2019,3,March,"1,318",0,13
B02287,ROAD NEW YORK ENTERPRISES INC.,DAI-ICHI LIMOUSINE,2016,3,March,175,0,7
B00151,KINGSBAY CAR SERVICE INC,,2016,3,March,94,0,28
B03034,PURPLE HEART TRANSPORATATION INC.,,2018,3,March,20,0,2
B02306,ACCUELIMO LUXURY LLC,,2016,11,November,"1,841",0,19
B02517,LOS PAISANOS LUXURY C/S INC.,,2021,6,June,339,0,4
B00412,NYC 2 WAY INTERNATIONAL LTD,NYC TWO WAY INC.,2017,8,August,"10,521",0,118
B02352,"SUPER FAST LIMOUSINE SERVICE, INC.",,2018,4,April,"6,834",0,32
B00346,MERRICK C/S INC,,2020,9,September,424,0,4
B02731,EMES OF BOROPARK CAR SERVICE INC,,2021,7,July,213,0,1
B02970,FLYTE LINE TRANSPORTATION LLC,ADDISON LEE,2017,7,July,"1,654",0,103
B02469,FUTURE LIMO VIP CORP,,2016,1,January,24,0,5
B01601,YOURS CAR SERVICE INC,,2020,10,October,"1,251",0,6
B01083,BROAD DYCKMAN C/S INC,,2016,8,August,"13,860",0,76
B01389,METRO LUXURY INC,,2018,5,May,987,0,21
B02292,NEW YORK APPLE V.I.P. CORP,,2020,8,August,"6,060",0,45
B02803,OUTSIDE'S CAR SERVICE INC.,,2021,6,June,"5,728",0,26
B01536,FIRST CLASS C/L SVC CORP,,2020,8,August,"12,493",0,75
B02016,PLANET LIMOUSINE LLC,,2018,7,July,"1,301",0,35
B00225,DELANCEY TRANSPORTATION INC.,,2016,7,July,"16,081",0,89
B01963,AFRO CAR SERVICE CORP,,2021,6,June,"1,730",0,9
B02658,ASCONA CAR SERVICE INC.,,2020,8,August,"1,168",0,11
B02133,"TWR CAR & LIMO, INC.",,2020,5,May,"4,010",0,74
B03030,Q-FIRST LIMOUSINE CORP.,,2019,4,April,168,0,10
B00280,FLEET RADIO DISPATCH CORP.,MINUTEMEN,2018,6,June,"2,678",0,69
B02292,NEW YORK APPLE V.I.P. CORP,,2017,12,December,"2,223",0,9
B03126,YUR DRIVERS NETWORK INC,,2021,3,March,279,0,7
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2018,11,November,586,0,22
B02784,SMILE TRANSPORTATION GROUP INC,,2015,12,December,"4,073",0,14
B00882,UNC CAR & LIMO SERVICE,,2020,9,September,"3,211",0,28
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2017,1,January,"24,336",0,130
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2015,5,May,"2,762",0,13
B01469,"BROTHERS CAR SERVICE, INC.",,2018,11,November,"7,108",0,50
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2016,3,March,"18,747",0,322
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2017,2,February,"2,002",0,15
UBER,UBER,UBER,2019,5,May,"15,876,062","2,031,552","77,654"
B01559,MUNKACS CAR SVC LTD,,2019,11,November,"3,599",0,15
B02737,BWJ GROUP INC,,2017,6,June,"4,526",0,29
B02391,"BAYRIDGE EXPRESS, INC",,2020,10,October,173,0,2
B02293,XPRESS TRANSPORT & MULTI SERVICE INC.,,2015,12,December,52,0,1
B03138,WST LIMOUSINE LLC,,2021,1,January,46,0,7
B03032,A & S LIMOUSINE SERVICE CORP,,2017,10,October,"2,577",0,13
B00013,LOVE CORPORATE CAR INC,,2018,3,March,"3,572",0,101
B01057,NEW AMERICAN C/L SVC,,2020,5,May,209,0,9
B03266,HOYT LIMO & SERVICE CORP.,,2019,12,December,"12,552",0,57
B03022,BLACK CAR EXPRESS.COM CORP,,2021,2,February,33,0,1
B02728,NEWTOWN PRIVATE CAR SERVICE INC.,,2020,7,July,"1,781",0,8
B01200,NEW YORK APPLE CAR SERVICE INC,N Y LIMO & CAR SVCE,2020,1,January,"3,688",0,26
